epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,1668.49,1.43529,1.09082,1.56382,0.927,0.86702,0.93591,0.56585,1.36905,0.69932,1.48874,0.00999863,0.00333288,0.00999863,0.00333288,0.00999863,0.00333288,0.00999863,0.00333288
2,3183.81,1.4499,1.07984,1.57922,0.94111,0.92043,0.96002,0.61074,1.27034,0.61825,1.43551,0.0199791,0.0066597,0.0199791,0.0066597,0.0199791,0.0066597,0.0199791,0.0066597
