bbox_height,bbox_width,center_x,center_y,confidence,detector_source,event,frame_index,label,mode,source_path,timestamp,x1,x2,y1,y2
23,37,566,248,0.925,YOLO,detection,1,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,548,585,237,260
25,37,554,256,0.9205,YOLO,detection,2,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,536,573,244,269
25,38,558,269,0.9182,YOLO,detection,3,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,539,577,257,282
26,40,570,280,0.9225,YOLO,detection,4,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,550,590,267,293
25,41,573,284,0.9187,YOLO,detection,5,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,553,594,272,297
25,39,566,280,0.9222,YOLO,detection,6,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,547,586,268,293
25,39,560,275,0.9143,YOLO,detection,7,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,541,580,263,288
25,40,559,271,0.9328,YOLO,detection,8,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,539,579,259,284
25,41,561,270,0.9204,YOLO,detection,9,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,541,582,258,283
25,42,563,271,0.9266,YOLO,detection,10,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,542,584,259,284
25,41,562,275,0.912,YOLO,detection,11,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,542,583,263,288
24,40,562,277,0.9189,YOLO,detection,12,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,542,582,265,289
24,38,561,275,0.9194,YOLO,detection,13,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,542,580,263,287
24,40,559,271,0.9298,YOLO,detection,14,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,539,579,259,283
25,40,559,267,0.9228,YOLO,detection,15,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,539,579,255,280
25,41,557,265,0.9213,YOLO,detection,16,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,537,578,253,278
25,40,559,264,0.929,YOLO,detection,17,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,539,579,252,277
25,41,558,263,0.9297,YOLO,detection,18,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,538,579,251,276
26,42,561,263,0.927,YOLO,detection,19,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,540,582,250,276
26,41,562,262,0.9157,YOLO,detection,20,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:40,542,583,249,275
26,39,558,257,0.9271,YOLO,detection,21,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,539,578,244,270
26,40,554,257,0.9262,YOLO,detection,22,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,534,574,244,270
25,40,553,262,0.9221,YOLO,detection,23,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,533,573,250,275
26,41,550,270,0.9209,YOLO,detection,24,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,530,571,257,283
24,38,543,279,0.9318,YOLO,detection,25,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,524,562,267,291
26,39,531,288,0.9249,YOLO,detection,26,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,512,551,275,301
25,38,520,298,0.9154,YOLO,detection,27,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,501,539,286,311
25,38,510,309,0.9117,YOLO,detection,28,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,491,529,297,322
24,39,499,319,0.9211,YOLO,detection,29,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,480,519,307,331
25,43,488,325,0.9034,YOLO,detection,30,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,467,510,313,338
25,43,475,332,0.9038,YOLO,detection,31,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,454,497,320,345
23,41,468,332,0.9126,YOLO,detection,32,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,448,489,321,344
24,42,469,326,0.9217,YOLO,detection,33,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,448,490,314,338
24,41,471,324,0.9158,YOLO,detection,34,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,451,492,312,336
24,40,475,330,0.9204,YOLO,detection,35,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,455,495,318,342
23,39,476,339,0.9173,YOLO,detection,36,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,457,496,328,351
24,37,480,349,0.9222,YOLO,detection,37,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,462,499,337,361
25,42,486,355,0.9222,YOLO,detection,38,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,465,507,343,368
25,40,493,352,0.9298,YOLO,detection,39,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,473,513,340,365
24,41,499,341,0.9163,YOLO,detection,40,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,479,520,329,353
24,39,505,327,0.9311,YOLO,detection,41,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,486,525,315,339
24,39,511,312,0.9315,YOLO,detection,42,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:41,492,531,300,324
24,40,511,303,0.9345,YOLO,detection,43,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,491,531,291,315
25,40,507,296,0.9302,YOLO,detection,44,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,487,527,284,309
24,38,504,293,0.9216,YOLO,detection,45,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,485,523,281,305
25,40,506,293,0.922,YOLO,detection,46,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,486,526,281,306
24,41,508,295,0.9329,YOLO,detection,47,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,488,529,283,307
25,43,514,293,0.9123,YOLO,detection,48,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,493,536,281,306
24,40,523,291,0.9159,YOLO,detection,49,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,503,543,279,303
25,41,525,287,0.9344,YOLO,detection,50,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,505,546,275,300
26,42,525,280,0.9242,YOLO,detection,51,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,504,546,267,293
25,41,523,271,0.9313,YOLO,detection,52,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,503,544,259,284
25,42,525,263,0.9277,YOLO,detection,53,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,504,546,251,276
27,42,531,257,0.9245,YOLO,detection,54,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,510,552,244,271
25,41,538,250,0.9059,YOLO,detection,55,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,518,559,238,263
24,41,547,246,0.9036,YOLO,detection,56,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,527,568,234,258
24,40,560,245,0.9131,YOLO,detection,57,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,540,580,233,257
25,41,573,247,0.9232,YOLO,detection,58,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,553,594,235,260
27,42,588,256,0.9274,YOLO,detection,59,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,567,609,243,270
29,44,602,265,0.9174,YOLO,detection,60,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,580,624,251,280
26,44,609,266,0.9242,YOLO,detection,61,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,587,631,253,279
27,45,606,264,0.9269,YOLO,detection,62,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,584,629,251,278
27,44,601,270,0.9261,YOLO,detection,63,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:42,579,623,257,284
27,41,594,281,0.9188,YOLO,detection,64,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,574,615,268,295
29,40,592,302,0.9291,YOLO,detection,65,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,572,612,288,317
28,42,595,330,0.9213,YOLO,detection,66,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,574,616,316,344
27,49,597,331,0.9103,YOLO,detection,67,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,573,622,318,345
28,44,597,321,0.9123,YOLO,detection,68,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,575,619,307,335
27,48,599,314,0.9165,YOLO,detection,69,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,575,623,301,328
27,48,600,314,0.9173,YOLO,detection,70,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,576,624,301,328
27,48,593,315,0.9109,YOLO,detection,71,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,569,617,302,329
28,49,580,316,0.9025,YOLO,detection,72,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,556,605,302,330
30,54,567,314,0.9061,YOLO,detection,73,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,540,594,299,329
28,48,553,311,0.9131,YOLO,detection,74,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,529,577,297,325
27,46,539,310,0.9181,YOLO,detection,75,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,516,562,297,324
26,44,529,308,0.9145,YOLO,detection,76,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,507,551,295,321
26,42,523,303,0.9291,YOLO,detection,77,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,502,544,290,316
27,44,514,299,0.9171,YOLO,detection,78,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,492,536,286,313
26,44,504,295,0.9236,YOLO,detection,79,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,482,526,282,308
25,42,495,290,0.9142,YOLO,detection,80,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,474,516,278,303
26,40,488,285,0.9218,YOLO,detection,81,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,468,508,272,298
26,43,481,280,0.9292,YOLO,detection,82,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,460,503,267,293
24,42,476,276,0.9148,YOLO,detection,83,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,455,497,264,288
26,40,471,274,0.9167,YOLO,detection,84,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:43,451,491,261,287
25,40,466,272,0.9266,YOLO,detection,85,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,446,486,260,285
25,39,462,271,0.9362,YOLO,detection,86,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,443,482,259,284
25,40,459,268,0.9174,YOLO,detection,87,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,439,479,256,281
26,42,455,269,0.9227,YOLO,detection,88,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,434,476,256,282
25,41,452,268,0.9186,YOLO,detection,89,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,432,473,256,281
24,39,450,266,0.9138,YOLO,detection,90,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,431,470,254,278
25,39,450,261,0.9208,YOLO,detection,91,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,431,470,249,274
25,39,453,257,0.9224,YOLO,detection,92,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,434,473,245,270
24,39,458,260,0.9121,YOLO,detection,93,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,439,478,248,272
25,40,464,266,0.9125,YOLO,detection,94,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,444,484,254,279
26,41,468,273,0.9282,YOLO,detection,95,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,448,489,260,286
25,41,471,276,0.9229,YOLO,detection,96,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,451,492,264,289
24,41,473,277,0.9222,YOLO,detection,97,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,453,494,265,289
26,42,476,273,0.9232,YOLO,detection,98,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,455,497,260,286
25,42,481,267,0.9167,YOLO,detection,99,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,460,502,255,280
25,40,484,265,0.9209,YOLO,detection,100,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,464,504,253,278
25,41,485,267,0.9208,YOLO,detection,101,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,465,506,255,280
24,40,488,272,0.931,YOLO,detection,102,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,468,508,260,284
25,41,491,274,0.9196,YOLO,detection,103,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,471,512,262,287
25,42,493,275,0.916,YOLO,detection,104,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,472,514,263,288
25,41,489,274,0.9138,YOLO,detection,105,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:44,469,510,262,287
26,43,483,276,0.9099,YOLO,detection,106,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:45,462,505,263,289
26,41,478,281,0.9234,YOLO,detection,107,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:45,458,499,268,294
26,41,475,285,0.923,YOLO,detection,108,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:45,455,496,272,298
25,39,472,287,0.9339,YOLO,detection,109,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:45,453,492,275,300
25,40,469,290,0.9212,YOLO,detection,110,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:45,449,489,278,303
25,42,464,295,0.9343,YOLO,detection,111,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:45,443,485,283,308
25,41,457,296,0.9292,YOLO,detection,112,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:45,437,478,284,309
26,39,451,290,0.9172,YOLO,detection,113,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:45,432,471,277,303
25,40,450,279,0.9312,YOLO,detection,114,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:45,430,470,267,292
23,39,448,276,0.9199,YOLO,detection,115,drone,Mode 1,C:/Users/user/Desktop/python/project/project/assets/raw/video/video_002.mp4,2026-05-06T15:36:45,429,468,265,288
