epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
125,1183.05,0.51128,0.28678,0.81682,0.99288,0.96615,0.98219,0.87467,0.49385,0.25744,0.82496,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448
126,1192.36,0.51705,0.2851,0.81286,0.99049,0.96101,0.98318,0.87612,0.49435,0.25645,0.82174,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
127,1201.79,0.49549,0.2807,0.81757,0.98894,0.97231,0.98422,0.87476,0.50719,0.25194,0.82074,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052
128,1211.13,0.52524,0.28916,0.81667,0.99064,0.96923,0.98349,0.87141,0.51529,0.26054,0.8281,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854
129,1220.46,0.50338,0.27905,0.8136,1,0.95674,0.98343,0.86396,0.52587,0.27078,0.83098,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656
130,1229.92,0.50325,0.2806,0.80841,0.97013,0.97231,0.98244,0.87285,0.50172,0.26207,0.83123,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458
131,1239.25,0.5099,0.28345,0.81528,0.97716,0.95385,0.97379,0.86488,0.51478,0.27969,0.83009,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
132,1248.61,0.51484,0.28944,0.82324,0.97327,0.96615,0.98029,0.87381,0.50188,0.26405,0.83187,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062
133,1257.94,0.51162,0.28773,0.81724,0.98061,0.96923,0.97418,0.86565,0.51039,0.26078,0.82913,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864
134,1267.27,0.50105,0.28309,0.81466,0.97537,0.97487,0.98202,0.87141,0.51052,0.26154,0.8299,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666
135,1276.64,0.50756,0.28685,0.81782,0.98728,0.96923,0.98346,0.87311,0.50349,0.26078,0.82987,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468
136,1286,0.51727,0.28442,0.82067,0.98853,0.96923,0.98323,0.87049,0.52004,0.25781,0.83417,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
137,1295.33,0.51067,0.28065,0.81165,0.98372,0.97538,0.98299,0.87798,0.49847,0.25904,0.8322,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072
138,1304.79,0.5031,0.27913,0.81087,0.99193,0.96308,0.98377,0.87849,0.48695,0.25775,0.82296,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874
139,1314.27,0.50023,0.27651,0.81333,0.97825,0.96886,0.9816,0.87163,0.49467,0.26706,0.82547,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676
140,1323.6,0.50914,0.27942,0.81582,0.98141,0.97441,0.98339,0.87593,0.50301,0.25951,0.82915,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478
141,1332.88,0.51272,0.28226,0.82214,0.98432,0.96569,0.98171,0.86726,0.5127,0.27063,0.83285,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
142,1342.28,0.48836,0.27266,0.8111,0.97054,0.97231,0.9822,0.87615,0.50229,0.26537,0.82796,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082
143,1351.62,0.49114,0.27096,0.81469,0.98998,0.95385,0.98253,0.87875,0.49264,0.26267,0.82606,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884
144,1361,0.50321,0.2788,0.81267,0.98653,0.96,0.98231,0.87979,0.49163,0.26502,0.82677,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686
145,1370.45,0.48879,0.2738,0.81018,0.97524,0.96963,0.98312,0.87237,0.49893,0.27982,0.82895,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488
146,1379.79,0.48897,0.27475,0.81178,0.98028,0.97231,0.98368,0.87032,0.51559,0.26912,0.8299,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
147,1389.08,0.48316,0.27609,0.81096,0.98436,0.96847,0.98395,0.8705,0.51865,0.26021,0.83654,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092
148,1398.51,0.49555,0.27338,0.81238,0.98741,0.96527,0.98255,0.87333,0.50555,0.26906,0.83095,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894
149,1407.85,0.49565,0.27566,0.81396,0.98738,0.96263,0.98315,0.87249,0.50791,0.25739,0.83324,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696
150,1417.14,0.48155,0.26832,0.80901,0.97978,0.96308,0.98269,0.87652,0.49674,0.27262,0.82505,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498
151,1426.49,0.49967,0.27747,0.81481,0.99679,0.95554,0.98288,0.86865,0.52315,0.27898,0.82989,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
152,1435.92,0.48641,0.27782,0.81198,0.99272,0.96,0.98219,0.87232,0.50986,0.27366,0.82732,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102
153,1445.35,0.48782,0.27433,0.81658,0.9894,0.95692,0.98292,0.87051,0.50088,0.27133,0.82429,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904
154,1454.7,0.48306,0.26845,0.81137,0.98402,0.96923,0.9745,0.87192,0.49548,0.261,0.82381,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706
155,1464.03,0.48537,0.2722,0.81102,0.9869,0.96615,0.98274,0.87745,0.48572,0.245,0.82001,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508
156,1473.44,0.50341,0.27846,0.82154,0.99047,0.95951,0.98261,0.8704,0.51408,0.27261,0.82732,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
157,1482.77,0.49112,0.27167,0.81743,0.97938,0.96615,0.98388,0.87372,0.49919,0.2585,0.82587,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112
158,1492.1,0.4786,0.2743,0.80871,0.98431,0.96532,0.98298,0.86761,0.50955,0.24979,0.82875,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914
159,1501.47,0.49611,0.27321,0.81834,0.99047,0.95977,0.98119,0.87055,0.4867,0.25378,0.82553,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716
160,1510.91,0.48617,0.27358,0.81018,0.99716,0.95385,0.98068,0.87496,0.48039,0.27808,0.82438,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518
161,1520.38,0.47811,0.27199,0.80621,0.99678,0.95347,0.9821,0.8745,0.49911,0.27706,0.83004,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
162,1529.78,0.48902,0.27077,0.81053,0.98895,0.95692,0.98223,0.86925,0.50875,0.28334,0.83276,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122
163,1539.21,0.47802,0.2717,0.8102,0.99022,0.95692,0.98125,0.86702,0.50177,0.27988,0.83042,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924
164,1548.56,0.4788,0.27066,0.81673,0.98432,0.96562,0.98276,0.86766,0.51095,0.29259,0.83247,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726
165,1557.99,0.49303,0.2764,0.82013,0.9928,0.96,0.98211,0.87201,0.51593,0.28984,0.83413,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528
166,1567.43,0.47647,0.27062,0.81147,0.98058,0.96308,0.98241,0.87233,0.50476,0.28271,0.83157,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
167,1576.78,0.47798,0.26597,0.81222,0.99655,0.95385,0.9823,0.87016,0.50545,0.28006,0.83152,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132
168,1586.08,0.46623,0.2649,0.80466,0.99314,0.95692,0.98357,0.86644,0.51552,0.2649,0.83192,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934
169,1595.51,0.50226,0.27396,0.81096,0.9922,0.96,0.98249,0.86837,0.50412,0.26617,0.82577,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736
170,1604.94,0.47986,0.26741,0.81416,0.98908,0.96,0.98257,0.8734,0.49618,0.25519,0.83217,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538
171,1614.25,0.47864,0.26933,0.81484,0.99003,0.95077,0.98277,0.87333,0.49521,0.27638,0.82915,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
172,1623.69,0.50056,0.27784,0.81626,0.98057,0.96308,0.98275,0.87586,0.48302,0.26596,0.82706,0.0198426,0.0066142,0.0198426,0.0066142,0.0198426,0.0066142,0.0198426,0.0066142
173,1633.01,0.47603,0.27086,0.80881,0.99085,0.95385,0.97386,0.86267,0.51507,0.28078,0.83466,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944
174,1642.3,0.46603,0.26352,0.80275,0.98426,0.96191,0.98292,0.86737,0.49493,0.27585,0.8255,0.0197238,0.0065746,0.0197238,0.0065746,0.0197238,0.0065746,0.0197238,0.0065746
175,1651.76,0.47861,0.26593,0.81324,0.97804,0.95938,0.98236,0.87418,0.48875,0.27104,0.82822,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548
176,1661.09,0.48034,0.27088,0.80835,0.98904,0.95692,0.98329,0.88388,0.47489,0.26492,0.82907,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
177,1670.52,0.47899,0.27324,0.80795,0.98051,0.96615,0.98145,0.87693,0.50211,0.26966,0.83239,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152
178,1679.85,0.47303,0.26407,0.81623,0.97811,0.96223,0.97343,0.87132,0.49153,0.28503,0.82568,0.0194862,0.0064954,0.0194862,0.0064954,0.0194862,0.0064954,0.0194862,0.0064954
179,1689.18,0.49806,0.27568,0.819,0.98792,0.94769,0.97916,0.86945,0.49484,0.28695,0.82807,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756
180,1698.57,0.4699,0.26164,0.80923,0.98966,0.94769,0.98235,0.87356,0.49163,0.278,0.82924,0.0193674,0.0064558,0.0193674,0.0064558,0.0193674,0.0064558,0.0193674,0.0064558
181,1707.9,0.48191,0.26733,0.81462,0.98707,0.96,0.98142,0.87717,0.47499,0.26541,0.82267,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
182,1717.23,0.46884,0.25933,0.81049,0.99679,0.95629,0.97299,0.87751,0.47829,0.26765,0.82261,0.0192486,0.0064162,0.0192486,0.0064162,0.0192486,0.0064162,0.0192486,0.0064162
183,1726.51,0.46502,0.25439,0.80947,0.99037,0.96308,0.97351,0.87167,0.49295,0.28407,0.82428,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964
184,1735.92,0.47229,0.26348,0.80844,0.99679,0.95691,0.9734,0.87267,0.48513,0.2784,0.82137,0.0191298,0.0063766,0.0191298,0.0063766,0.0191298,0.0063766,0.0191298,0.0063766
185,1745.25,0.47111,0.26281,0.81286,0.98733,0.96308,0.97389,0.86891,0.48262,0.26849,0.82275,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568
186,1754.55,0.4722,0.26121,0.80747,0.98805,0.96,0.97385,0.86717,0.48451,0.26416,0.82221,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
187,1764.03,0.47398,0.25956,0.81382,0.98735,0.96049,0.97437,0.85921,0.51545,0.26884,0.83002,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172
188,1773.55,0.476,0.26129,0.80779,0.99206,0.96615,0.97457,0.87194,0.50211,0.25942,0.82702,0.0188922,0.0062974,0.0188922,0.0062974,0.0188922,0.0062974,0.0188922,0.0062974
189,1782.83,0.4516,0.25221,0.80932,0.9968,0.95986,0.9743,0.87027,0.49027,0.2549,0.82551,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776
190,1792.15,0.46701,0.25833,0.81191,0.98738,0.96275,0.97426,0.86951,0.50815,0.26385,0.82751,0.0187734,0.0062578,0.0187734,0.0062578,0.0187734,0.0062578,0.0187734,0.0062578
191,1801.63,0.47906,0.26143,0.81039,0.99171,0.96,0.97421,0.87481,0.4819,0.25782,0.82728,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
192,1811.01,0.47821,0.26109,0.81454,0.99047,0.95971,0.97421,0.87437,0.47729,0.2574,0.82438,0.0186546,0.0062182,0.0186546,0.0062182,0.0186546,0.0062182,0.0186546,0.0062182
193,1820.37,0.46451,0.26334,0.808,0.99604,0.95385,0.98269,0.86644,0.50817,0.26019,0.83146,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984
194,1829.71,0.47993,0.27032,0.80703,0.97742,0.96308,0.98345,0.8707,0.51379,0.26774,0.83393,0.0185358,0.0061786,0.0185358,0.0061786,0.0185358,0.0061786,0.0185358,0.0061786
195,1839.12,0.4675,0.26553,0.81209,0.99044,0.95593,0.97438,0.8717,0.49755,0.26659,0.82862,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588
196,1848.46,0.47003,0.26142,0.80514,0.97604,0.96923,0.97412,0.87064,0.48783,0.26504,0.82895,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
197,1857.8,0.46165,0.25822,0.80042,0.98437,0.95692,0.9826,0.86903,0.50015,0.2514,0.83065,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192
198,1867.11,0.45313,0.25492,0.80661,0.99525,0.96,0.97419,0.8713,0.49626,0.24441,0.82832,0.0182982,0.0060994,0.0182982,0.0060994,0.0182982,0.0060994,0.0182982,0.0060994
199,1876.54,0.46435,0.25576,0.80783,0.99511,0.95385,0.97413,0.86817,0.49796,0.26111,0.82665,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796
200,1885.89,0.46515,0.25928,0.80132,0.99051,0.96301,0.97383,0.8729,0.48739,0.25999,0.82608,0.0181794,0.0060598,0.0181794,0.0060598,0.0181794,0.0060598,0.0181794,0.0060598
201,1895.2,0.47198,0.25752,0.81055,0.97529,0.9717,0.97329,0.86658,0.49664,0.26167,0.83007,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
202,1904.69,0.47075,0.26166,0.80776,0.99553,0.96,0.97365,0.86019,0.51503,0.26373,0.83399,0.0180606,0.0060202,0.0180606,0.0060202,0.0180606,0.0060202,0.0180606,0.0060202
203,1914.02,0.45597,0.25086,0.80773,0.9968,0.95905,0.97324,0.86785,0.49438,0.25688,0.83025,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004
204,1923.43,0.46626,0.26104,0.80743,0.99604,0.96,0.97377,0.87113,0.49297,0.2587,0.83025,0.0179418,0.0059806,0.0179418,0.0059806,0.0179418,0.0059806,0.0179418,0.0059806
205,1932.77,0.45733,0.25531,0.80874,0.99364,0.961,0.97338,0.87435,0.48813,0.26643,0.82879,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608
206,1942.11,0.47515,0.25916,0.80922,0.99365,0.96233,0.97379,0.86693,0.50298,0.26163,0.83042,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
207,1951.53,0.46199,0.25345,0.80684,0.98066,0.96923,0.97375,0.87064,0.48634,0.26542,0.83021,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212
208,1960.96,0.45089,0.25339,0.80347,0.98427,0.96263,0.97356,0.86922,0.49885,0.27337,0.83126,0.0177042,0.0059014,0.0177042,0.0059014,0.0177042,0.0059014,0.0177042,0.0059014
209,1970.31,0.45925,0.25596,0.80357,0.99309,0.95385,0.97413,0.86969,0.49526,0.26114,0.83011,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816
210,1979.65,0.47149,0.25948,0.81397,1,0.95331,0.97428,0.8691,0.49173,0.26135,0.82728,0.0175854,0.0058618,0.0175854,0.0058618,0.0175854,0.0058618,0.0175854,0.0058618
211,1989.07,0.46025,0.25323,0.81384,0.98128,0.96799,0.97398,0.8734,0.48213,0.26154,0.82503,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
212,1998.55,0.45909,0.25858,0.80391,0.99283,0.95692,0.98298,0.87593,0.48216,0.24945,0.82607,0.0174666,0.0058222,0.0174666,0.0058222,0.0174666,0.0058222,0.0174666,0.0058222
213,2007.84,0.46342,0.26006,0.80416,0.9936,0.95573,0.97238,0.87339,0.4726,0.26203,0.81985,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024
214,2017.18,0.44352,0.24873,0.80075,0.99108,0.95385,0.97301,0.87553,0.47752,0.26631,0.82267,0.0173478,0.0057826,0.0173478,0.0057826,0.0173478,0.0057826,0.0173478,0.0057826
215,2026.61,0.47647,0.26258,0.81222,0.98904,0.96615,0.97385,0.87274,0.4814,0.25993,0.82398,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628
216,2036.11,0.44185,0.25115,0.80881,0.99367,0.96546,0.97325,0.87057,0.48119,0.2484,0.82389,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
217,2045.43,0.46414,0.25738,0.80746,0.99555,0.96308,0.97412,0.87292,0.4901,0.24995,0.8264,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232
218,2054.8,0.44919,0.25073,0.80101,0.99009,0.97231,0.9743,0.87359,0.49459,0.24549,0.82768,0.0171102,0.0057034,0.0171102,0.0057034,0.0171102,0.0057034,0.0171102,0.0057034
219,2064.19,0.43795,0.25136,0.80304,0.98092,0.97538,0.97427,0.87251,0.49047,0.24841,0.82848,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836
220,2073.6,0.4536,0.25188,0.80559,0.99027,0.96,0.97427,0.87576,0.4881,0.25058,0.82938,0.0169914,0.0056638,0.0169914,0.0056638,0.0169914,0.0056638,0.0169914,0.0056638
221,2083.05,0.4371,0.24579,0.80427,0.99321,0.96308,0.9746,0.87523,0.47795,0.24478,0.82495,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
222,2092.34,0.45217,0.2518,0.80095,0.99046,0.95852,0.97435,0.87394,0.48379,0.26745,0.8285,0.0168726,0.0056242,0.0168726,0.0056242,0.0168726,0.0056242,0.0168726,0.0056242
223,2101.68,0.45961,0.25448,0.80618,0.98964,0.96615,0.97426,0.87214,0.48595,0.25749,0.82856,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044
224,2111.13,0.44652,0.24991,0.80704,0.9885,0.96615,0.97442,0.87036,0.48331,0.24982,0.8265,0.0167538,0.0055846,0.0167538,0.0055846,0.0167538,0.0055846,0.0167538,0.0055846
225,2120.53,0.45805,0.25268,0.80588,0.99056,0.96883,0.97442,0.87554,0.47454,0.24964,0.82591,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648
226,2129.87,0.43605,0.24578,0.80537,0.98996,0.96615,0.97404,0.87569,0.47883,0.24744,0.82684,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
227,2139.31,0.43965,0.24271,0.80819,0.99679,0.95583,0.97336,0.87705,0.46938,0.26576,0.82726,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252
228,2148.75,0.4457,0.24861,0.80438,0.99513,0.95385,0.97392,0.87459,0.47448,0.26498,0.82756,0.0165162,0.0055054,0.0165162,0.0055054,0.0165162,0.0055054,0.0165162,0.0055054
229,2158.19,0.44736,0.24727,0.80813,0.9931,0.96,0.97369,0.87716,0.47384,0.25888,0.82712,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856
230,2167.63,0.45297,0.25515,0.80546,0.99275,0.95692,0.97387,0.87329,0.479,0.25579,0.82719,0.0163974,0.0054658,0.0163974,0.0054658,0.0163974,0.0054658,0.0163974,0.0054658
231,2177.03,0.44057,0.24791,0.80477,0.9905,0.96284,0.97408,0.86928,0.49268,0.24945,0.82826,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
232,2186.56,0.44306,0.25042,0.80582,0.99382,0.95692,0.98288,0.87312,0.48516,0.24326,0.8281,0.0162786,0.0054262,0.0162786,0.0054262,0.0162786,0.0054262,0.0162786,0.0054262
233,2196,0.45746,0.25241,0.80633,0.98416,0.96615,0.98292,0.87798,0.48474,0.2433,0.82848,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064
234,2205.4,0.46169,0.25571,0.8049,0.98314,0.96615,0.9824,0.87229,0.48151,0.24756,0.82437,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866
235,2214.84,0.44831,0.2495,0.80735,0.99367,0.96606,0.97396,0.86812,0.48575,0.25142,0.82549,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668
236,2224.29,0.44214,0.24847,0.80611,0.99329,0.96615,0.9731,0.87058,0.47701,0.25209,0.82681,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
237,2233.66,0.44091,0.24897,0.7948,0.9925,0.96923,0.97348,0.87407,0.47628,0.2505,0.82663,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272
238,2243.09,0.43719,0.24437,0.80754,0.98745,0.96838,0.97424,0.87242,0.48168,0.25359,0.82828,0.0159222,0.0053074,0.0159222,0.0053074,0.0159222,0.0053074,0.0159222,0.0053074
239,2252.43,0.43632,0.24846,0.80288,0.99304,0.96308,0.97425,0.87291,0.48854,0.25084,0.82714,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876
240,2261.93,0.44314,0.24852,0.80382,0.99138,0.96615,0.98199,0.87287,0.49098,0.24255,0.8274,0.0158034,0.0052678,0.0158034,0.0052678,0.0158034,0.0052678,0.0158034,0.0052678
241,2271.43,0.44291,0.24905,0.80542,0.99468,0.96615,0.98259,0.8785,0.47954,0.23644,0.8244,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
242,2280.91,0.44288,0.24651,0.80537,0.99056,0.96899,0.9744,0.87536,0.48435,0.23734,0.82446,0.0156846,0.0052282,0.0156846,0.0052282,0.0156846,0.0052282,0.0156846,0.0052282
243,2290.2,0.44809,0.24632,0.80793,0.98709,0.97231,0.97446,0.86808,0.4961,0.23784,0.82939,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084
244,2299.63,0.43469,0.24276,0.8012,0.99389,0.96308,0.97459,0.87285,0.47673,0.23252,0.82617,0.0155658,0.0051886,0.0155658,0.0051886,0.0155658,0.0051886,0.0155658,0.0051886
245,2309.08,0.44386,0.24502,0.80441,0.98684,0.96923,0.98339,0.8752,0.48547,0.23337,0.82794,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688
246,2318.49,0.44519,0.24677,0.80814,0.99226,0.96,0.98342,0.87492,0.47618,0.23017,0.83025,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
247,2327.92,0.45005,0.24709,0.80158,0.97782,0.96923,0.98292,0.87836,0.48338,0.24031,0.82937,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292
248,2337.35,0.4377,0.24554,0.80018,0.97777,0.96615,0.98186,0.8774,0.47776,0.24224,0.82518,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094
249,2346.69,0.44236,0.24328,0.80453,0.98427,0.96308,0.98306,0.87864,0.47775,0.25143,0.82582,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896
250,2356.13,0.43613,0.24176,0.80281,0.9842,0.96308,0.97415,0.8776,0.4598,0.23405,0.82184,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698
251,2365.56,0.44742,0.24832,0.80561,0.99044,0.96,0.97393,0.87478,0.46949,0.23093,0.822,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
252,2374.95,0.43811,0.24767,0.79809,0.98742,0.96567,0.97418,0.8753,0.47281,0.22822,0.82278,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302
253,2384.43,0.42764,0.24032,0.80037,0.98046,0.96923,0.98324,0.88419,0.46443,0.23088,0.82268,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104
254,2393.93,0.43241,0.24372,0.79683,0.98431,0.96537,0.98287,0.88106,0.46865,0.23054,0.82431,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906
255,2403.32,0.43309,0.24301,0.80203,0.97587,0.97231,0.98268,0.87821,0.46944,0.23239,0.8251,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708
256,2412.76,0.44478,0.24628,0.80884,0.98365,0.96923,0.97403,0.87476,0.46797,0.2357,0.82513,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
257,2422.21,0.43481,0.24373,0.80349,0.99044,0.96615,0.97431,0.87368,0.47952,0.25008,0.82902,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312
258,2431.61,0.4374,0.24183,0.79889,0.99027,0.96615,0.97424,0.87571,0.47735,0.25042,0.82876,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114
