epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,334.703,0.60081,0.33494,0.84053,0.98716,0.95484,0.98335,0.7422,0.84435,0.34917,0.98805,0.0012971,0.0012971,0.0012971
73,339.283,0.61851,0.3385,0.84752,0.98077,0.95024,0.9799,0.73703,0.82926,0.35002,0.97711,0.0012872,0.0012872,0.0012872
74,344.015,0.63339,0.35071,0.84239,1,0.93731,0.98997,0.74312,0.82102,0.34783,0.97066,0.0012773,0.0012773,0.0012773
75,348.597,0.60138,0.32762,0.83803,0.98689,0.95031,0.98996,0.75054,0.81116,0.34195,0.96695,0.0012674,0.0012674,0.0012674
76,353.153,0.58769,0.31318,0.83373,0.98514,0.93789,0.98919,0.74494,0.83577,0.34502,0.98526,0.0012575,0.0012575,0.0012575
77,357.707,0.59143,0.31607,0.83235,0.98082,0.93168,0.97176,0.73102,0.85826,0.35126,1.00097,0.0012476,0.0012476,0.0012476
78,362.277,0.61847,0.32748,0.84177,0.99345,0.94258,0.98239,0.73932,0.84129,0.33787,0.99895,0.0012377,0.0012377,0.0012377
79,366.95,0.60061,0.32124,0.83753,1,0.94234,0.99121,0.73338,0.86537,0.34566,0.99875,0.0012278,0.0012278,0.0012278
80,371.503,0.58906,0.31499,0.83704,0.98929,0.9441,0.99233,0.74634,0.8305,0.33573,0.98195,0.0012179,0.0012179,0.0012179
81,376.056,0.62514,0.32917,0.84045,0.94422,0.96894,0.97884,0.75673,0.79403,0.33859,0.96711,0.001208,0.001208,0.001208
82,380.7,0.62287,0.34033,0.84394,0.97098,0.9441,0.97764,0.73228,0.87825,0.35721,0.99365,0.0011981,0.0011981,0.0011981
83,385.286,0.6112,0.32553,0.83145,0.96205,0.96894,0.98183,0.74657,0.82367,0.33232,0.99061,0.0011882,0.0011882,0.0011882
84,389.843,0.60455,0.32033,0.82783,0.95716,0.9714,0.98254,0.74111,0.86819,0.33872,0.9992,0.0011783,0.0011783,0.0011783
85,394.506,0.60019,0.32165,0.83771,0.97492,0.96562,0.98257,0.741,0.83256,0.3376,0.97821,0.0011684,0.0011684,0.0011684
86,399.065,0.57152,0.31798,0.82797,0.98635,0.95031,0.98957,0.75449,0.81169,0.33432,0.9701,0.0011585,0.0011585,0.0011585
87,403.616,0.57466,0.31863,0.82664,0.97844,0.95652,0.98099,0.74836,0.83367,0.33813,0.98385,0.0011486,0.0011486,0.0011486
88,408.178,0.56046,0.30424,0.83266,0.99244,0.95031,0.98298,0.75641,0.80842,0.33657,0.98003,0.0011387,0.0011387,0.0011387
89,412.736,0.60402,0.31778,0.83506,0.95146,0.97405,0.9803,0.74059,0.83627,0.34374,0.98524,0.0011288,0.0011288,0.0011288
90,417.422,0.59409,0.3142,0.83351,0.97444,0.94703,0.98023,0.74194,0.85475,0.35187,0.99175,0.0011189,0.0011189,0.0011189
91,421.986,0.5866,0.31474,0.83067,0.96293,0.96809,0.98214,0.75221,0.80871,0.3392,0.96806,0.001109,0.001109,0.001109
92,426.538,0.56047,0.30428,0.83758,0.98077,0.9502,0.98259,0.74113,0.85084,0.33389,0.98463,0.0010991,0.0010991,0.0010991
93,431.094,0.5827,0.31464,0.82481,0.98681,0.96273,0.99209,0.7422,0.86701,0.34632,0.99928,0.0010892,0.0010892,0.0010892
94,435.653,0.57354,0.30296,0.82535,0.95168,0.97866,0.98218,0.75251,0.80745,0.33339,0.97463,0.0010793,0.0010793,0.0010793
95,440.303,0.56126,0.30616,0.82526,0.99342,0.93712,0.99057,0.75366,0.824,0.32732,0.97127,0.0010694,0.0010694,0.0010694
96,444.848,0.57036,0.30323,0.83429,0.99339,0.93789,0.99093,0.75404,0.82157,0.33734,0.98475,0.0010595,0.0010595,0.0010595
97,449.433,0.56158,0.30723,0.81816,0.98358,0.93789,0.99002,0.74136,0.83985,0.34902,0.9933,0.0010496,0.0010496,0.0010496
98,454.001,0.55319,0.29716,0.82988,0.99119,0.93168,0.98997,0.74576,0.834,0.35289,0.99446,0.0010397,0.0010397,0.0010397
99,458.555,0.56714,0.30727,0.83274,0.98705,0.95031,0.99113,0.75319,0.81502,0.33005,0.98328,0.0010298,0.0010298,0.0010298
100,463.213,0.54749,0.30026,0.82545,0.94974,0.96273,0.97903,0.74559,0.81318,0.344,0.98606,0.0010199,0.0010199,0.0010199
101,467.766,0.56175,0.2996,0.8231,0.98066,0.95031,0.98129,0.74253,0.8403,0.34748,0.97911,0.00101,0.00101,0.00101
102,472.314,0.56077,0.30745,0.82978,0.97859,0.93789,0.98046,0.75637,0.81113,0.33192,0.9844,0.0010001,0.0010001,0.0010001
103,476.865,0.58762,0.30509,0.83355,0.97412,0.93524,0.98133,0.74354,0.8472,0.35252,0.98422,0.0009902,0.0009902,0.0009902
104,481.445,0.56236,0.30214,0.82037,0.98536,0.93168,0.98073,0.75057,0.82419,0.34177,0.98597,0.0009803,0.0009803,0.0009803
105,486.106,0.56496,0.30597,0.83564,0.97428,0.94111,0.97981,0.75777,0.80764,0.33793,0.98148,0.0009704,0.0009704,0.0009704
106,490.693,0.54866,0.28938,0.83005,0.97417,0.937,0.98165,0.75619,0.8141,0.34899,0.97181,0.0009605,0.0009605,0.0009605
107,495.25,0.5309,0.2904,0.82292,0.97408,0.93363,0.97909,0.75918,0.80448,0.33679,0.97119,0.0009506,0.0009506,0.0009506
108,499.836,0.54151,0.29808,0.82434,0.97903,0.93168,0.98059,0.76034,0.79783,0.33153,0.96844,0.0009407,0.0009407,0.0009407
109,504.412,0.55922,0.30261,0.8251,1,0.94172,0.99068,0.76508,0.8111,0.34189,0.96737,0.0009308,0.0009308,0.0009308
110,509.081,0.5553,0.30413,0.82144,0.98632,0.93168,0.98204,0.74786,0.8308,0.34449,0.97838,0.0009209,0.0009209,0.0009209
111,513.663,0.53364,0.29534,0.81817,0.94599,0.97904,0.98252,0.7565,0.81225,0.34141,0.97645,0.000911,0.000911,0.000911
112,518.226,0.56216,0.30322,0.82554,0.98063,0.94317,0.98196,0.75808,0.80595,0.33689,0.97395,0.0009011,0.0009011,0.0009011
113,522.78,0.5518,0.30342,0.82236,0.9523,0.99208,0.99287,0.76272,0.79274,0.34194,0.95943,0.0008912,0.0008912,0.0008912
114,527.332,0.55102,0.29868,0.81578,0.98108,0.9664,0.99143,0.76467,0.79287,0.32444,0.96738,0.0008813,0.0008813,0.0008813
115,531.883,0.52909,0.28005,0.8173,0.99342,0.93722,0.98199,0.76798,0.7859,0.3239,0.97673,0.0008714,0.0008714,0.0008714
116,536.58,0.54486,0.28724,0.82816,0.98698,0.94172,0.98243,0.76088,0.80056,0.33207,0.97207,0.0008615,0.0008615,0.0008615
117,541.144,0.55872,0.29043,0.81966,0.99322,0.9441,0.99255,0.75402,0.82596,0.33768,0.97811,0.0008516,0.0008516,0.0008516
118,545.745,0.54092,0.28603,0.82133,0.98569,0.93789,0.98958,0.75285,0.8136,0.33406,0.97698,0.0008417,0.0008417,0.0008417
119,550.287,0.52456,0.28272,0.82281,0.97212,0.93789,0.98871,0.75412,0.83068,0.3457,0.98288,0.0008318,0.0008318,0.0008318
120,554.931,0.54246,0.29141,0.82663,0.99147,0.9441,0.99092,0.75229,0.80452,0.33804,0.97587,0.0008219,0.0008219,0.0008219
121,559.483,0.52122,0.278,0.8241,0.9794,0.93789,0.97985,0.76331,0.78604,0.33793,0.97483,0.000812,0.000812,0.000812
122,564.057,0.543,0.28558,0.82634,0.99197,0.9441,0.99168,0.76781,0.78677,0.32208,0.97397,0.0008021,0.0008021,0.0008021
123,568.609,0.53012,0.28778,0.80836,0.97816,0.9441,0.9905,0.75299,0.82372,0.33429,0.98591,0.0007922,0.0007922,0.0007922
124,573.161,0.54773,0.28894,0.82407,0.96602,0.9441,0.98912,0.75354,0.83386,0.34291,0.99085,0.0007823,0.0007823,0.0007823
125,577.822,0.52925,0.29091,0.81706,0.92455,0.98942,0.98912,0.76455,0.80596,0.33003,0.98892,0.0007724,0.0007724,0.0007724
126,582.374,0.53309,0.28637,0.81326,0.98675,0.9441,0.99087,0.76149,0.80167,0.32678,0.98185,0.0007625,0.0007625,0.0007625
127,586.921,0.54965,0.30077,0.81516,0.99233,0.95652,0.99122,0.75524,0.81949,0.33531,0.98584,0.0007526,0.0007526,0.0007526
128,591.493,0.53712,0.28542,0.81751,0.98708,0.94925,0.99137,0.74492,0.85179,0.33204,0.9956,0.0007427,0.0007427,0.0007427
129,596.08,0.50717,0.26986,0.80205,0.9935,0.94987,0.99306,0.76054,0.8091,0.33122,0.98391,0.0007328,0.0007328,0.0007328
130,600.736,0.50895,0.28113,0.81138,0.987,0.94344,0.99132,0.7487,0.83318,0.33448,0.99123,0.0007229,0.0007229,0.0007229
131,605.29,0.51849,0.27127,0.8175,0.99233,0.9441,0.99107,0.75012,0.8185,0.33415,0.99203,0.000713,0.000713,0.000713
132,609.843,0.52633,0.28419,0.82221,0.99122,0.95031,0.99272,0.75291,0.79615,0.32246,0.97989,0.0007031,0.0007031,0.0007031
133,614.392,0.52275,0.28935,0.81361,0.98594,0.95652,0.99236,0.76776,0.79685,0.325,0.97726,0.0006932,0.0006932,0.0006932
134,618.987,0.52343,0.28383,0.81167,0.99468,0.95652,0.98408,0.76683,0.79508,0.33558,0.97857,0.0006833,0.0006833,0.0006833
135,623.543,0.50527,0.27534,0.81543,0.98026,0.96894,0.99277,0.75587,0.80519,0.33269,0.9863,0.0006734,0.0006734,0.0006734
136,628.205,0.52007,0.2747,0.81718,0.98284,0.95031,0.98207,0.7571,0.78989,0.33414,0.98481,0.0006635,0.0006635,0.0006635
137,632.769,0.5115,0.28211,0.81197,0.9872,0.95833,0.98254,0.76622,0.78614,0.33131,0.97488,0.0006536,0.0006536,0.0006536
138,637.378,0.50661,0.27116,0.81226,0.98709,0.94999,0.97832,0.76056,0.79549,0.34804,0.9807,0.0006437,0.0006437,0.0006437
139,641.932,0.49905,0.267,0.81743,0.96783,0.96273,0.97088,0.75907,0.79433,0.34329,0.98,0.0006338,0.0006338,0.0006338
140,646.485,0.51252,0.27259,0.81617,0.9935,0.94869,0.98118,0.75481,0.78887,0.34335,0.97668,0.0006239,0.0006239,0.0006239
141,651.153,0.50479,0.27134,0.82185,0.96266,0.96073,0.97938,0.74991,0.80685,0.34523,0.98861,0.000614,0.000614,0.000614
142,655.72,0.49034,0.27316,0.8115,0.96852,0.95538,0.98028,0.76358,0.78465,0.33014,0.98193,0.0006041,0.0006041,0.0006041
143,660.279,0.49029,0.26536,0.80992,0.98704,0.94624,0.99015,0.75859,0.79567,0.3387,0.9878,0.0005942,0.0005942,0.0005942
144,664.837,0.47967,0.26378,0.81473,0.98699,0.94268,0.97978,0.75487,0.79502,0.35068,0.98332,0.0005843,0.0005843,0.0005843
145,669.417,0.49755,0.27315,0.8053,0.99051,0.95031,0.9816,0.75575,0.79517,0.35911,0.98039,0.0005744,0.0005744,0.0005744
146,674.073,0.51913,0.27672,0.81714,0.98717,0.95596,0.99087,0.76384,0.79724,0.34561,0.98304,0.0005645,0.0005645,0.0005645
147,678.629,0.48968,0.26829,0.81066,0.99221,0.95652,0.99184,0.75797,0.80681,0.34092,0.99237,0.0005546,0.0005546,0.0005546
148,683.182,0.5101,0.27594,0.81598,0.98976,0.95031,0.99075,0.7454,0.81795,0.33445,0.99422,0.0005447,0.0005447,0.0005447
149,687.737,0.48303,0.26554,0.81581,0.99354,0.95477,0.99239,0.76801,0.79204,0.3296,0.98912,0.0005348,0.0005348,0.0005348
150,692.328,0.48318,0.26026,0.8134,0.97967,0.95031,0.99004,0.75912,0.80452,0.33525,0.98616,0.0005249,0.0005249,0.0005249
151,697.035,0.48367,0.26246,0.81626,0.97695,0.95652,0.98268,0.75279,0.8208,0.33714,0.99035,0.000515,0.000515,0.000515
152,701.756,0.51047,0.26807,0.81839,0.97822,0.95031,0.98216,0.74923,0.80881,0.34349,0.98667,0.0005051,0.0005051,0.0005051
153,706.555,0.49045,0.26822,0.80707,0.98088,0.95589,0.98162,0.75684,0.78413,0.3294,0.98267,0.0004952,0.0004952,0.0004952
154,711.203,0.47611,0.2575,0.81043,0.98264,0.9441,0.98084,0.75836,0.79795,0.32356,0.98663,0.0004853,0.0004853,0.0004853
155,715.857,0.50055,0.27185,0.8105,0.98628,0.93789,0.98098,0.75887,0.79287,0.32978,0.98465,0.0004754,0.0004754,0.0004754
156,720.735,0.47926,0.25567,0.80815,0.96244,0.95488,0.98043,0.75443,0.80502,0.3337,0.98853,0.0004655,0.0004655,0.0004655
157,725.415,0.48453,0.26041,0.81346,0.98664,0.95652,0.99243,0.75177,0.80379,0.32487,0.99142,0.0004556,0.0004556,0.0004556
158,730.089,0.46689,0.25033,0.80821,0.97927,0.95031,0.98178,0.75476,0.798,0.32686,0.99286,0.0004457,0.0004457,0.0004457
159,734.889,0.49347,0.26496,0.80544,0.97818,0.95031,0.98143,0.75919,0.80305,0.3272,0.99837,0.0004358,0.0004358,0.0004358
160,739.532,0.47777,0.25839,0.80753,0.9741,0.95652,0.981,0.75901,0.79902,0.32408,0.99744,0.0004259,0.0004259,0.0004259
161,744.271,0.47228,0.26303,0.81199,0.97842,0.95652,0.98188,0.75674,0.79678,0.33001,0.99208,0.000416,0.000416,0.000416
162,748.881,0.48904,0.25957,0.81837,0.96294,0.9682,0.98156,0.75393,0.81264,0.33379,0.99692,0.0004061,0.0004061,0.0004061
163,753.501,0.47138,0.26152,0.80804,0.98075,0.94947,0.98137,0.75905,0.79273,0.31969,0.98898,0.0003962,0.0003962,0.0003962
164,758.167,0.47798,0.25415,0.80954,0.95102,0.96471,0.98043,0.7589,0.79433,0.32749,0.99349,0.0003863,0.0003863,0.0003863
165,762.783,0.4536,0.24626,0.80723,0.97382,0.95031,0.98085,0.75493,0.81003,0.3302,0.99623,0.0003764,0.0003764,0.0003764
166,767.512,0.48527,0.26459,0.81344,0.98084,0.95398,0.98089,0.74967,0.80772,0.33123,0.99162,0.0003665,0.0003665,0.0003665
167,772.126,0.49462,0.26699,0.80945,0.98085,0.95433,0.98084,0.75741,0.80496,0.32815,0.99335,0.0003566,0.0003566,0.0003566
168,776.744,0.46132,0.2514,0.80466,0.98086,0.95488,0.98072,0.75325,0.79781,0.32868,0.99272,0.0003467,0.0003467,0.0003467
169,781.357,0.47126,0.24878,0.80669,0.96873,0.96211,0.98125,0.75619,0.7877,0.32579,0.99141,0.0003368,0.0003368,0.0003368
170,785.973,0.47853,0.25461,0.81028,0.9629,0.96719,0.9814,0.74569,0.81044,0.32888,0.9966,0.0003269,0.0003269,0.0003269
171,790.757,0.45766,0.25414,0.79908,0.96886,0.96633,0.98181,0.75592,0.79065,0.32314,0.99357,0.000317,0.000317,0.000317
172,795.399,0.46669,0.2558,0.80715,0.9601,0.95652,0.97901,0.75208,0.80054,0.32993,0.99809,0.0003071,0.0003071,0.0003071
173,800.024,0.45697,0.24879,0.80937,0.95588,0.96894,0.98031,0.7566,0.78327,0.32725,0.99,0.0002972,0.0002972,0.0002972
174,804.638,0.45644,0.24499,0.80882,0.96292,0.9677,0.98056,0.76196,0.78198,0.32352,0.98872,0.0002873,0.0002873,0.0002873
175,809.255,0.48212,0.25962,0.81657,0.97485,0.96298,0.99138,0.75616,0.7876,0.32575,0.98723,0.0002774,0.0002774,0.0002774
176,813.871,0.44258,0.2413,0.80394,0.98099,0.96163,0.99134,0.76361,0.79406,0.33197,0.99408,0.0002675,0.0002675,0.0002675
177,818.611,0.49092,0.25954,0.80659,0.9734,0.96894,0.99161,0.75991,0.79805,0.32753,0.9919,0.0002576,0.0002576,0.0002576
178,823.232,0.45638,0.24452,0.80957,0.9913,0.95031,0.99148,0.76202,0.79691,0.32301,0.99205,0.0002477,0.0002477,0.0002477
179,827.889,0.45425,0.24539,0.80279,0.99003,0.95031,0.99155,0.75781,0.80252,0.32428,0.99556,0.0002378,0.0002378,0.0002378
180,832.514,0.44208,0.23998,0.79694,0.98623,0.95652,0.99183,0.75935,0.78549,0.31504,0.98909,0.0002279,0.0002279,0.0002279
181,837.13,0.46399,0.25432,0.80666,0.98623,0.95652,0.9921,0.7606,0.79237,0.31899,0.99074,0.000218,0.000218,0.000218
182,841.855,0.45134,0.23805,0.80302,0.98724,0.96106,0.99209,0.75618,0.79431,0.32216,0.99306,0.0002081,0.0002081,0.0002081
183,846.483,0.45313,0.24355,0.81026,0.98547,0.96273,0.99179,0.7561,0.80774,0.32257,0.99885,0.0001982,0.0001982,0.0001982
184,851.11,0.45465,0.24219,0.80642,0.98554,0.96273,0.99226,0.75815,0.7935,0.31845,0.99688,0.0001883,0.0001883,0.0001883
185,855.738,0.47171,0.25429,0.80515,0.96883,0.96535,0.98151,0.76155,0.78613,0.32284,0.99519,0.0001784,0.0001784,0.0001784
186,860.398,0.45822,0.24558,0.81168,0.96858,0.96273,0.98105,0.76013,0.78315,0.32212,0.99467,0.0001685,0.0001685,0.0001685
